0 1 1 -0.221074 0
0.01 0.99995 0.997785 -0.222024 0.00998893
0.02 0.9998 0.99556 -0.222974 0.0199557
0.03 0.99955 0.993325 -0.223925 0.0299001
0.04 0.9992 0.991081 -0.224875 0.0398221
0.05 0.99875 0.988828 -0.225826 0.0497217
0.06 0.998201 0.986565 -0.226776 0.0595986
0.07 0.997551 0.984292 -0.227727 0.0694529
0.08 0.996802 0.98201 -0.228677 0.0792845
0.09 0.995953 0.979718 -0.229628 0.0890931
0.1 0.995004 0.977417 -0.230578 0.0988788
0.11 0.993956 0.975107 -0.231529 0.108641
0.12 0.992809 0.972787 -0.232479 0.118381
0.13 0.991562 0.970457 -0.233429 0.128097
0.14 0.990216 0.968118 -0.23438 0.13779
0.15 0.988771 0.96577 -0.23533 0.147459
0.16 0.987227 0.963412 -0.236281 0.157105
0.17 0.985585 0.961044 -0.237231 0.166728
0.18 0.983844 0.958667 -0.238182 0.176326
0.19 0.982004 0.95628 -0.239132 0.185901
0.2 0.980067 0.953884 -0.240083 0.195452
0.21 0.978031 0.951479 -0.241033 0.204979
0.22 0.975897 0.949064 -0.241984 0.214481
0.23 0.973666 0.946639 -0.242934 0.22396
0.24 0.971338 0.944205 -0.243884 0.233414
0.25 0.968912 0.941761 -0.244835 0.242844
0.26 0.96639 0.939308 -0.245785 0.252249
0.27 0.963771 0.936846 -0.246736 0.26163
0.28 0.961055 0.934374 -0.247686 0.270986
0.29 0.958244 0.931892 -0.248637 0.280318
0.3 0.955336 0.929401 -0.249587 0.289624
0.31 0.952334 0.9269 -0.250538 0.298906
0.32 0.949235 0.92439 -0.251488 0.308162
0.33 0.946042 0.921871 -0.252439 0.317393
0.34 0.942755 0.919341 -0.253389 0.326599
0.35 0.939373 0.916803 -0.254339 0.33578
0.36 0.935897 0.914255 -0.25529 0.344935
0.37 0.932327 0.911697 -0.25624 0.354065
0.38 0.928665 0.90913 -0.257191 0.363169
0.39 0.924909 0.906553 -0.258141 0.372248
0.4 0.921061 0.903967 -0.259092 0.3813
0.41 0.917121 0.901371 -0.260042 0.390327
0.42 0.913089 0.898766 -0.260993 0.399328
0.43 0.908966 0.896151 -0.261943 0.408302
0.44 0.904752 0.893527 -0.262893 0.417251
0.45 0.900447 0.890894 -0.263844 0.426173
0.46 0.896052 0.88825 -0.264794 0.435069
0.47 0.891568 0.885598 -0.265745 0.443938
0.48 0.886995 0.882935 -0.266695 0.45278
0.49 0.882333 0.880264 -0.267646 0.461596
0.5 0.877583 0.877583 -0.268596 0.470386
0.51 0.872745 0.874815 -0.284835 0.479148
0.52 0.867819 0.871886 -0.301073 0.487881
0.53 0.862807 0.868794 -0.317312 0.496585
0.54 0.857709 0.86554 -0.33355 0.505257
0.55 0.852525 0.862123 -0.349789 0.513895
0.56 0.847255 0.858544 -0.366028 0.522499
0.57 0.841901 0.854802 -0.382266 0.531066
0.58 0.836463 0.850899 -0.398505 0.539594
0.59 0.830941 0.846832 -0.414743 0.548083
0.6 0.825336 0.842604 -0.430982 0.55653
0.61 0.819648 0.838213 -0.447221 0.564935
0.62 0.813878 0.833659 -0.463459 0.573294
0.63 0.808028 0.828943 -0.479698 0.581607
0.64 0.802096 0.824065 -0.495936 0.589872
0.65 0.796084 0.819025 -0.512175 0.598088
0.66 0.789992 0.813822 -0.528413 0.606252
0.67 0.783822 0.808456 -0.544652 0.614364
0.68 0.777573 0.802929 -0.560891 0.622421
0.69 0.771246 0.797239 -0.577129 0.630422
0.7 0.764842 0.791386 -0.593368 0.638365
0.71 0.758362 0.785371 -0.609606 0.646249
0.72 0.751806 0.779194 -0.625845 0.654072
0.73 0.745174 0.772854 -0.642083 0.661832
0.74 0.738469 0.766352 -0.658322 0.669529
0.75 0.731689 0.759688 -0.674561 0.677159
0.76 0.724836 0.752861 -0.690799 0.684722
0.77 0.717911 0.745872 -0.707038 0.692216
0.78 0.710914 0.73872 -0.723276 0.699639
0.79 0.703845 0.731406 -0.739515 0.706989
0.8 0.696707 0.72393 -0.755753 0.714266
0.81 0.689498 0.716291 -0.771992 0.721468
0.82 0.682221 0.70849 -0.788231 0.728592
0.83 0.674876 0.700527 -0.804469 0.735637
0.84 0.667463 0.692401 -0.820708 0.742602
0.85 0.659983 0.684113 -0.836946 0.749484
0.86 0.652437 0.675662 -0.853185 0.756283
0.87 0.644827 0.667049 -0.869423 0.762997
0.88 0.637151 0.658274 -0.885662 0.769624
0.89 0.629412 0.649336 -0.901901 0.776162
0.9 0.62161 0.640236 -0.918139 0.78261
0.91 0.613746 0.630973 -0.934378 0.788966
0.92 0.60582 0.621548 -0.950616 0.795229
0.93 0.597834 0.611961 -0.966855 0.801396
0.94 0.589788 0.602211 -0.983093 0.807467
0.95 0.581683 0.592299 -0.999332 0.81344
0.96 0.57352 0.582224 -1.01557 0.819313
0.97 0.5653 0.571987 -1.03181 0.825084
0.98 0.557023 0.561588 -1.04805 0.830752
0.99 0.54869 0.551026 -1.06429 0.836315
1 0.540302 0.540302 -1.08052 0.841772
1.01 0.531861 0.529525 -1.07487 0.847121
1.02 0.523366 0.518805 -1.06921 0.852363
1.03 0.514819 0.508141 -1.06356 0.857497
1.04 0.50622 0.497534 -1.0579 0.862526
1.05 0.497571 0.486983 -1.05225 0.867448
1.06 0.488872 0.476489 -1.04659 0.872266
1.07 0.480124 0.466051 -1.04093 0.876978
1.08 0.471328 0.45567 -1.03528 0.881587
1.09 0.462485 0.445346 -1.02962 0.886092
1.1 0.453596 0.435078 -1.02397 0.890494
1.11 0.444662 0.424866 -1.01831 0.894794
1.12 0.435682 0.414711 -1.01266 0.898991
1.13 0.42666 0.404613 -1.007 0.903088
1.14 0.417595 0.394572 -1.00134 0.907084
1.15 0.408487 0.384586 -0.995688 0.91098
1.16 0.39934 0.374658 -0.990032 0.914776
1.17 0.390152 0.364786 -0.984376 0.918473
1.18 0.380925 0.35497 -0.978721 0.922072
1.19 0.37166 0.345211 -0.973065 0.925573
1.2 0.362358 0.335509 -0.967409 0.928976
1.21 0.353019 0.325863 -0.961753 0.932283
1.22 0.343646 0.316274 -0.956098 0.935494
1.23 0.334238 0.306741 -0.950442 0.938609
1.24 0.324796 0.297265 -0.944786 0.941629
1.25 0.315322 0.287845 -0.93913 0.944554
1.26 0.305817 0.278482 -0.933474 0.947386
1.27 0.296281 0.269176 -0.927819 0.950124
1.28 0.286715 0.259926 -0.922163 0.952769
1.29 0.277121 0.250733 -0.916507 0.955323
1.3 0.267499 0.241596 -0.910851 0.957784
1.31 0.25785 0.232516 -0.905196 0.960155
1.32 0.248175 0.223492 -0.89954 0.962435
1.33 0.238476 0.214525 -0.893884 0.964625
1.34 0.228753 0.205614 -0.888228 0.966725
1.35 0.219007 0.19676 -0.882572 0.968737
1.36 0.209239 0.187963 -0.876917 0.970661
1.37 0.19945 0.179222 -0.871261 0.972497
1.38 0.189641 0.170538 -0.865605 0.974245
1.39 0.179813 0.16191 -0.859949 0.975908
1.4 0.169967 0.153339 -0.854293 0.977484
1.41 0.160104 0.144824 -0.848638 0.978975
1.42 0.150225 0.136366 -0.842982 0.980381
1.43 0.140332 0.127964 -0.837326 0.981702
1.44 0.130424 0.119619 -0.83167 0.98294
1.45 0.120503 0.111331 -0.826015 0.984095
1.46 0.11057 0.103099 -0.820359 0.985167
1.47 0.100626 0.0949238 -0.814703 0.986157
1.48 0.0906716 0.086805 -0.809047 0.987065
1.49 0.0807084 0.0787428 -0.803391 0.987893
1.5 0.0707372 0.0707372 -0.797736 0.988641
1.51 0.0607589 0.0627246 -0.804777 0.989308
1.52 0.0507745 0.0546417 -0.811818 0.989895
1.53 0.040785 0.0464883 -0.818859 0.9904
1.54 0.0307915 0.0382645 -0.825901 0.990824
1.55 0.0207948 0.0299703 -0.832942 0.991166
1.56 0.0107961 0.0216056 -0.839983 0.991423
1.57 0.000796327 0.0131706 -0.847025 0.991597
1.58 -0.00920354 0.00466514 -0.854066 0.991687
1.59 -0.0192025 -0.00391073 -0.861107 0.99169
1.6 -0.0291995 -0.012557 -0.868149 0.991608
1.61 -0.0391936 -0.0212737 -0.87519 0.991439
1.62 -0.0491838 -0.0300608 -0.882231 0.991183
1.63 -0.0591691 -0.0389183 -0.889272 0.990838
1.64 -0.0691484 -0.0478463 -0.896314 0.990404
1.65 -0.0791209 -0.0568446 -0.903355 0.989881
1.66 -0.0890854 -0.0659134 -0.910396 0.989267
1.67 -0.099041 -0.0750525 -0.917438 0.988562
1.68 -0.108987 -0.0842621 -0.924479 0.987765
1.69 -0.118922 -0.0935421 -0.93152 0.986877
1.7 -0.128844 -0.102893 -0.938562 0.985894
1.71 -0.138755 -0.112313 -0.945603 0.984818
1.72 -0.148651 -0.121805 -0.952644 0.983648
1.73 -0.158532 -0.131366 -0.959685 0.982382
1.74 -0.168397 -0.140998 -0.966727 0.98102
1.75 -0.178246 -0.150701 -0.973768 0.979562
1.76 -0.188077 -0.160474 -0.980809 0.978006
1.77 -0.197889 -0.170317 -0.987851 0.976352
1.78 -0.207681 -0.180231 -0.994892 0.9746
1.79 -0.217452 -0.190215 -1.00193 0.972747
1.8 -0.227202 -0.200269 -1.00897 0.970795
1.81 -0.236929 -0.210394 -1.01602 0.968742
1.82 -0.246632 -0.22059 -1.02306 0.966587
1.83 -0.256311 -0.230855 -1.0301 0.96433
1.84 -0.265964 -0.241192 -1.03714 0.96197
1.85 -0.27559 -0.251598 -1.04418 0.959506
1.86 -0.285189 -0.262075 -1.05122 0.956937
1.87 -0.294759 -0.272623 -1.05826 0.954264
1.88 -0.3043 -0.283241 -1.0653 0.951485
1.89 -0.313811 -0.293929 -1.07235 0.948599
1.9 -0.32329 -0.304687 -1.07939 0.945606
1.91 -0.332736 -0.315517 -1.08643 0.942505
1.92 -0.34215 -0.326416 -1.09347 0.939295
1.93 -0.351529 -0.337386 -1.10051 0.935976
1.94 -0.360873 -0.348426 -1.10755 0.932547
1.95 -0.370181 -0.359537 -1.11459 0.929008
1.96 -0.379452 -0.370718 -1.12164 0.925356
1.97 -0.388685 -0.38197 -1.12868 0.921593
1.98 -0.397879 -0.393292 -1.13572 0.917717
1.99 -0.407033 -0.404684 -1.14276 0.913727
